Language	FileName	ModelName	Counter	Dependency	Distance_Mean_NoPunct	Distance_Sigma_NoPunct	DH_Sigma_NoPunct	DH_Mean_NoPunct
Urdu	5325281	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	lifted_mark	1.430869	0.6627979	0.06370933	-0.65394443
Urdu	5325281	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	mark	0.47425622	1.0170492	0.90894336	-0.35174477
Urdu	5325281	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	nmod	0.6752087	0.04779389	0.036181007	2.6856794
Urdu	5325281	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	nsubj	1.2307867	0.031938802	0.10996791	4.870693
Urdu	5325281	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	nummod	-1.1777973	0.08343887	0.1024065	3.2157261
Urdu	5325281	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	obj	-0.3650731	0.026864562	0.021869628	1.0596077
Urdu	5325281	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	obl	1.0142593	0.038246837	0.12752815	3.6253698
Urdu	5325281	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	punct	0.008937974	0.9918952	0.97471315	0.019273074
Urdu	5325281	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	vocative	1.1270134	0.48879245	0.65035176	1.9949535
Urdu	5325281	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	xcomp	-1.3611019	0.1659224	0.3574585	3.9269197
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	acl	-0.4365662	-0.053266734	0.043663736	0.0042790123
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	advcl	1.7251333	-0.06907668	0.06662543	-0.9274277
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	advmod	-0.560052	-0.0014743482	-0.022784749	0.6694142
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	amod	-2.1839876	0.040954117	0.21817997	4.9063306
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	appos	0.6965297	0.12890458	0.41997015	-5.311284
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	aux	-1.007381	0.011331445	0.1302172	3.8305645
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	ccomp	1.7288736	0.12962726	-0.05490475	-2.5885816
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	compound	-1.4101679	0.09870906	0.030342685	1.0490669
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	conj	2.2023523	0.087582655	0.12516712	-4.658529
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	csubj	0.9914675	0.18789992	0.1685368	-1.7825598
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	dep	0.6113844	0.30261353	0.22007787	0.72511923
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	det	-0.4110397	-0.03264703	0.14065756	4.836025
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	discourse	2.528409	0.14879978	0.09318725	0.631639
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	expl	2.3724449	0.0752587	0.26264578	3.1613398
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	fixed	-2.2556334	0.58581257	0.371546	-5.1532865
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	flat	-2.9238675	0.23427881	0.3685296	-6.388133
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	goeswith	-1.0551881	0.9472365	0.43484327	-1.301247
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	lifted_case	0.5898383	0.5470579	-0.07855208	1.8362269
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	lifted_cc	2.2326915	0.8903532	0.20919393	-5.281229
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	lifted_cop	0.04077515	0.99532616	-0.03245346	-0.8837613
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	lifted_mark	3.723838	0.641776	0.15572959	-4.610308
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	nmod	-0.3075512	0.043994084	-0.004312005	0.50116795
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	nsubj	0.12438493	-0.0044054594	-0.023723036	1.5824686
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	nummod	-1.4322863	0.03367274	-0.056770384	1.3870085
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	obj	-0.38590539	0.022960525	0.057539355	-0.8408337
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	obl	0.28924394	-0.045357198	-0.030963942	-0.4241936
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	orphan	2.2805152	0.52905434	0.08502846	-0.220209
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	parataxis	3.8954613	0.22704612	0.3906548	-4.621507
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	punct	0.009637117	1.0381842	1.0414602	0.0023089128
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	reparandum	-0.18540312	1.0070202	0.9039976	1.5678127
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	vocative	0.42834294	0.101766385	0.09336191	0.12568766
Finnish	1742267	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	xcomp	0.5368138	-0.081718296	0.059886806	-3.1927118
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	acl	0.8564552	0.052446287	-0.05497188	-2.7067084
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	advcl	1.1801276	-0.04135849	0.0074849124	-0.13881448
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	advmod	-0.06977593	0.019251669	0.017120298	1.7570947
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	amod	-1.5772432	-0.09252934	0.018343003	-0.21025768
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	appos	1.2057817	0.10145146	0.07463532	-2.4368923
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	aux	-2.403709	0.02616824	0.036498576	-1.3974273
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	case	0.01314576	1.022646	1.0475909	0.19268754
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	cc	-0.294006	0.9979947	0.95052797	-0.107120566
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	ccomp	0.39174378	0.08327133	0.019321425	-1.3014601
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	compound	0.17787305	0.8218946	0.7560414	-1.088098
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	conj	1.6350979	0.0029676848	0.3218107	-6.8921723
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	csubj	0.94136107	-0.104575284	0.05774011	-1.1775857
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	dep	1.2719835	0.04883511	-0.096674144	-2.9982402
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	det	-0.7574941	-0.010876235	0.015639713	0.7158266
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	discourse	-0.031382732	-0.008509948	-0.033459853	1.3037746
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	expl	-3.4068778	0.2813775	0.2722868	2.9403024
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	fixed	-3.856463	0.36048812	0.4514509	-3.611442
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	flat	-2.147723	0.16485517	0.0507857	-2.8017082
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	iobj	-0.71384686	0.06837553	-0.038323972	-0.2786313
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	lifted_case	-1.2227376	0.41678947	-0.010172162	-3.139171
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	lifted_cc	1.9535327	0.32214233	0.003844198	-0.8806912
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	lifted_cop	1.8693706	0.5919727	-0.044744156	0.074045554
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	lifted_mark	-0.7554957	0.15733588	0.049838647	-4.4363337
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	mark	0.0017972249	0.973019	0.96158147	0.56138915
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	nmod	-1.0949646	-0.036179133	-0.01490079	-0.54595774
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	nsubj	0.37927043	-0.0011443931	0.01636191	1.2664971
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	nummod	-1.3046898	0.14079858	-0.07075682	0.6409639
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	obj	-0.62569636	0.006357206	-0.02276986	0.012055482
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	obl	-0.13701749	0.044550776	0.011153355	0.11030648
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	orphan	2.4115934	0.24637063	0.11922728	-2.4066901
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	parataxis	0.8656181	0.12568669	0.10935985	-1.2431824
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	punct	-0.005016898	0.9905178	0.97561646	-0.027640482
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	vocative	1.1479123	0.078643605	0.073259585	0.9663936
Latin	6801994	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	xcomp	-0.503943	0.08749455	0.025677932	-0.6519772
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	acl	0.2125776	0.059023794	0.29697958	7.2481728
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	advcl	0.21224184	0.016315315	0.059763838	5.6154604
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	advmod	0.17870508	-0.026348852	0.10419783	4.097328
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	amod	-1.2809769	-0.018042192	0.18264836	5.8886623
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	appos	-0.31874067	0.09939876	0.10106528	-1.3945872
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	aux	-2.2469466	0.15078133	0.3194676	-7.3649316
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	cc	0.70421875	0.965926	0.9592206	0.6757997
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	ccomp	0.63163006	0.04467432	0.26831353	6.838073
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	compound	-1.77879	-0.04003835	0.35780025	7.7415423
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	conj	2.3560462	0.12451909	-0.02578385	-3.2135105
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	csubj	-3.067174	0.17153533	0.44007984	5.084234
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	dep	-0.02208871	0.04982339	0.07316599	2.3943713
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	det	-0.70660305	0.09704735	0.16860734	5.0961
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	discourse	2.5510206	0.47713602	0.3691434	0.38648003
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	dislocated	1.6005082	-0.024810607	0.3395284	7.4980383
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	fixed	0.2711831	1.032247	0.38781953	-6.0417666
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	flat	-0.41899642	-0.09552105	0.32958418	-7.2049146
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	iobj	-0.09966897	-0.09057207	0.356564	5.1695714
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	lifted_case	-0.057382915	1.0076838	0.25119156	5.059881
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	lifted_cc	2.4446192	0.66674656	0.13742453	-4.6777596
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	lifted_cop	0.029661488	1.0036137	0.3655508	4.206337
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	lifted_mark	1.5229156	0.7762136	0.10852485	-0.66621655
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	mark	-0.05599994	0.94892985	1.0245005	0.16955768
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	nmod	-0.3199619	-0.045704376	0.107907675	5.605809
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	nsubj	0.2242314	-0.020588165	0.24822292	5.478813
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	nummod	-2.492134	0.06731174	0.045674715	3.2239494
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	obj	-0.8536241	-0.016329853	0.054966316	5.144001
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	obl	-0.2179685	-0.04557022	0.17621453	6.053653
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	punct	-0.035855263	0.99023086	1.0123794	-0.040514406
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	vocative	1.4730445	0.9148069	0.7378735	1.1119648
Korean	8498532	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	xcomp	0.1290786	0.032759756	0.3633846	6.3294272
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	acl	0.94655794	0.10697877	0.35123196	4.4897027
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	advmod	-0.047090452	0.052087218	0.02519502	0.5069449
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	amod	-0.5479624	0.08738732	0.13392365	3.5864503
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	appos	0.69133276	0.659905	0.36809078	-0.7569013
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	aux	-1.1435229	0.2800326	0.49526381	-3.5160074
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	cc	-0.0041545727	1.0019138	0.9475246	0.36526522
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	ccomp	0.47372293	0.61671656	0.5234089	1.897668
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	compound	-1.3524798	0.1442701	0.09778445	-2.735479
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	conj	2.6702657	0.12236757	0.01063173	-1.3814843
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	csubj	0.38240096	0.85940003	0.79077417	1.0984513
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	det	-1.3975122	0.0906014	0.26053026	4.744175
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	discourse	1.7539274	0.3075644	0.22854352	-0.0033629807
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	fixed	-0.65001494	0.88422465	0.58198124	2.3655164
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	flat	-1.6524204	0.20127024	0.29191217	-3.9309494
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	lifted_case	-2.049709	0.3794153	0.098058246	2.6514635
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	lifted_cc	2.1046064	0.6278401	0.101552	-2.0294895
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	lifted_cop	0.11956029	0.9422534	0.28844956	3.9736116
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	lifted_mark	0.007035138	1.0121826	0.4952987	2.4377882
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	nmod	0.074405104	0.08177363	0.085999936	3.6864665
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	nsubj	0.7539728	0.04990381	0.060615905	2.358475
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	nummod	-0.38110915	0.16499598	0.4468599	4.153958
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	obj	-0.82506067	0.07818821	0.1479075	2.881459
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	obl	-0.09688875	0.09165795	0.09108161	2.7992465
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	parataxis	0.22653377	0.8242319	0.65622103	-0.98820937
Turkish	5754928	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	punct	0.010120198	1.0109944	0.98579067	0.020787152
Indonesian	3564332	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	acl	1.5296898	0.044939116	0.10678544	-3.8114855
Indonesian	3564332	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	advcl	2.9000554	0.17512366	0.09205238	-1.2982159
Indonesian	3564332	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	advmod	-2.0301495	0.039332073	0.04589366	1.9698759
Indonesian	3564332	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	amod	-1.7973552	0.10290289	0.048250616	-2.0391421
Indonesian	3564332	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	appos	1.0281234	0.032167785	0.17835908	-3.8906765
Indonesian	3564332	inferWeightsCrossVariationalAllCorpora_NoPunct_NEWPYTORCH_FuncHead_Coarse.py	1990000	aux	-0.45622462	0.9465562	0.8745642	0.76955885
