$Afrikaans: EXCEPTION_INCOMPATIBLE
aux	aux	Afrikaans	word_aux:pass	498	0.845381526104	0.452952952953	# EXCEPTION_COMPATIBLE (this is the passive)
aux	aux	Estonian	ole_aux	40	0.05	0.0529750479846
aux	aux	Estonian	ära_aux	24	0.0	0.0529750479846
aux	aux	Estonian	näima_aux	22	0.0	0.0529750479846
aux	aux	Estonian	tohtima_aux	16	0.375	0.0529750479846
$Finnish AGREE
aux	aux	Finnish	ei_aux	4366	0.0247366010078	0.0201740828114	# all auxiliairies agree
aux	aux	Finnish	olla_aux	4111	0.0177572366821	0.0201740828114
aux	aux	Finnish	voida_aux	1391	0.0179726815241	0.0201740828114
aux	aux	Finnish	olla_aux:pass	662	0.00302114803625	0.0201740828114
aux	aux	Finnish	pitää_aux	473	0.0274841437632	0.0201740828114
aux	aux	Finnish	saada_aux	187	0.0106951871658	0.0201740828114
aux	aux	Finnish	saattaa_aux	174	0.0114942528736	0.0201740828114
aux	aux	Finnish	täytyä_aux	167	0.0239520958084	0.0201740828114
aux	aux	Finnish	tulla_aux	100	0.01	0.0201740828114
aux	aux	Finnish	alkaa_aux	84	0.0	0.0201740828114
aux	aux	Finnish	taitaa_aux	78	0.0641025641026	0.0201740828114
aux	aux	Finnish	tarvita_aux	66	0.0	0.0201740828114
aux	aux	Finnish	kannattaa_aux	59	0.0169491525424	0.0201740828114
aux	aux	Finnish	joutua_aux	56	0.0	0.0201740828114
aux	aux	Finnish	aikoa_aux	35	0.0	0.0201740828114
aux	aux	Finnish	ehtiä_aux	34	0.0	0.0201740828114
aux	aux	Finnish	jäädä_aux	27	0.0	0.0201740828114
aux	aux	Finnish	näyttää_aux	26	0.0	0.0201740828114
aux	aux	Finnish	mahtaa_aux	25	0.36	0.0201740828114
aux	aux	Finnish	ruveta_aux	25	0.12	0.0201740828114
aux	aux	Finnish	tuntua_aux	17	0.0	0.0201740828114
aux	aux	Finnish	kuulua_aux	16	0.0	0.0201740828114
aux	aux	Finnish	jättää_aux	12	0.0	0.0201740828114
aux	aux	Finnish	ryhtyä_aux	11	0.0	0.0201740828114
$French AGREE
aux	aux	French	avoir_aux	9558	0.000627746390458	0.000726178743711	# all auxiliairies agree
aux	aux	French	être_aux:pass	6558	0.000914913083257	0.000726178743711
aux	aux	French	être_aux	2403	0.000416146483562	0.000726178743711
aux	aux	French	faire_aux:caus	502	0.0	0.000726178743711
aux	aux	French	pouvoir_aux	100	0.0	0.000726178743711
aux	aux	French	devoir_aux	82	0.0121951219512	0.000726178743711
aux	aux	French	vouloir_aux	42	0.0	0.000726178743711
aux	aux	French	aller_aux	15	0.0	0.000726178743711
$Galician AGREE
aux	aux	Galician	poder_aux	435	0.0137931034483	0.0205423171734	# all auxiliairies agree
aux	aux	Galician	deber_aux	201	0.00497512437811	0.0205423171734
aux	aux	Galician	ser_aux	166	0.0	0.0205423171734
aux	aux	Galician	ter_aux	58	0.0	0.0205423171734
aux	aux	Galician	ir_aux	47	0.0212765957447	0.0205423171734
aux	aux	Galician	haber_aux	46	0.0	0.0205423171734
aux	aux	Galician	estar_aux	44	0.0	0.0205423171734
aux	aux	Galician	seguir_aux	28	0.0	0.0205423171734
aux	aux	Galician	ser_aux:pass	17	0.0	0.0205423171734
aux	aux	Galician	vir_aux	11	0.0	0.0205423171734
$German AGREE (except: particle)
aux	aux	German	werden_aux:pass	2949	0.332994235334	0.332531665865	# all auxiliairies agree, except for 'zu' which is not an auxiliary
aux	aux	German	haben_aux	865	0.324855491329	0.332531665865
aux	aux	German	können_aux	726	0.308539944904	0.332531665865
aux	aux	German	sein_aux	364	0.398351648352	0.332531665865
aux	aux	German	sein_aux:pass	356	0.373595505618	0.332531665865
aux	aux	German	müssen_aux	260	0.265384615385	0.332531665865
aux	aux	German	sollen_aux	251	0.258964143426	0.332531665865
aux	aux	German	werden_aux	147	0.312925170068	0.332531665865
aux	aux	German	wollen_aux	139	0.424460431655	0.332531665865
aux	aux	German	dürfen_aux	59	0.254237288136	0.332531665865
aux	aux	German	zu_aux	44	0.795454545455	0.332531665865
aux	aux	German	mögen_aux	29	0.448275862069	0.332531665865
$Gothic AGREE
aux	aux	Gothic	sik_aux	76	0.973684210526	0.974683544304	# all auxiliairies agree
$Greek AGREE
aux	aux	Greek	να_aux	1211	0.00247729149463	0.00383141762452	# all auxiliairies agree
aux	aux	Greek	θα_aux	415	0.00963855421687	0.00383141762452
aux	aux	Greek	έχω_aux	193	0.0	0.00383141762452
$Hebrew AGREE
aux	aux	Hebrew	היה_aux	588	0.078231292517	0.0739130434783	# all auxiliairies agree
aux	aux	Hebrew	האם_aux:q	32	0.0	0.0739130434783
aux	aux	Hebrew	הפך_aux	25	0.0	0.0739130434783
aux	aux	Hebrew	__aux	18	0.277777777778	0.0739130434783
aux	aux	Hebrew	היווה_aux	11	0.0	0.0739130434783
$Hindi AGREE
aux	aux	Hindi	जा_aux:pass	3951	1.0	0.99901545732	# all auxiliairies agree
aux	aux	Hindi	है_aux:pass	3849	1.0	0.99901545732
aux	aux	Hindi	है_aux	2981	1.0	0.99901545732
aux	aux	Hindi	रह_aux	1303	1.0	0.99901545732
aux	aux	Hindi	जा_aux	1274	1.0	0.99901545732
aux	aux	Hindi	हो_aux	988	1.0	0.99901545732
aux	aux	Hindi	था_aux	964	1.0	0.99901545732
aux	aux	Hindi	था_aux:pass	889	1.0	0.99901545732
aux	aux	Hindi	दे_aux	856	1.0	0.99901545732
aux	aux	Hindi	सक_aux	527	1.0	0.99901545732
aux	aux	Hindi	रह_aux:pass	409	1.0	0.99901545732
aux	aux	Hindi	दे_aux:pass	288	1.0	0.99901545732
aux	aux	Hindi	सक_aux:pass	249	1.0	0.99901545732
aux	aux	Hindi	ले_aux	242	1.0	0.99901545732
aux	aux	Hindi	चाहिए_aux	215	1.0	0.99901545732
aux	aux	Hindi	चुक_aux	213	1.0	0.99901545732
aux	aux	Hindi	पा_aux	150	1.0	0.99901545732
aux	aux	Hindi	कर_aux	133	1.0	0.99901545732
aux	aux	Hindi	चाहिए_aux:pass	110	1.0	0.99901545732
aux	aux	Hindi	पड़_aux	109	1.0	0.99901545732
aux	aux	Hindi	ले_aux:pass	101	1.0	0.99901545732
aux	aux	Hindi	लग_aux	76	1.0	0.99901545732
aux	aux	Hindi	पड_aux	69	1.0	0.99901545732
aux	aux	Hindi	वाला_aux	58	1.0	0.99901545732
aux	aux	Hindi	रख_aux	50	1.0	0.99901545732
aux	aux	Hindi	चुक_aux:pass	33	1.0	0.99901545732
aux	aux	Hindi	आ_aux	30	1.0	0.99901545732
aux	aux	Hindi	हो_aux:pass	30	1.0	0.99901545732
aux	aux	Hindi	डाल_aux	20	1.0	0.99901545732
aux	aux	Hindi	बैठ_aux	15	1.0	0.99901545732
aux	aux	Hindi	उठ_aux	12	1.0	0.99901545732
aux	aux	Hindi	गिरा_aux	10	1.0	0.99901545732
$Hungarian AGREE
aux	aux	Hungarian	fog_aux	11	0.181818181818	0.526315789474 # inflected future auxiliary
$Indonesian AGREE (there are only three occurrences of aux in the training set, all of which show aux-verb order)
$Irish UNKNOWN
$Italian AGREE
aux	aux	Italian	avere_aux	2787	0.0	0.00215749730313	# all auxiliairies agree
aux	aux	Italian	essere_aux:pass	2210	0.00135746606335	0.00215749730313
aux	aux	Italian	essere_aux	2079	0.00769600769601	0.00215749730313
aux	aux	Italian	potere_aux	1399	0.000714796283059	0.00215749730313
aux	aux	Italian	dovere_aux	750	0.00266666666667	0.00215749730313
aux	aux	Italian	venire_aux:pass	392	0.0	0.00215749730313
aux	aux	Italian	volere_aux	263	0.0	0.00215749730313
aux	aux	Italian	stare_aux	200	0.0	0.00215749730313
aux	aux	Italian	venire_aux	33	0.0	0.00215749730313
aux	aux	Italian	andare_aux	31	0.0	0.00215749730313
aux	aux	Italian	andare_aux:pass	15	0.0	0.00215749730313
aux	aux	Italian	stare_aux:pass	14	0.0	0.00215749730313
$Japanese AGREE
aux	aux	Japanese	た_aux	4939	1.0	1.0	# all auxiliairies agree
aux	aux	Japanese	する_aux	4430	1.0	1.0
aux	aux	Japanese	いる_aux	1989	1.0	1.0
aux	aux	Japanese	れる_aux	1685	1.0	1.0
aux	aux	Japanese	だ_aux	1681	1.0	1.0
aux	aux	Japanese	ます_aux	1152	1.0	1.0
aux	aux	Japanese	ない_aux	1038	1.0	1.0
aux	aux	Japanese	こと_aux	759	1.0	1.0
aux	aux	Japanese	られる_aux	334	1.0	1.0
aux	aux	Japanese	ようだ_aux	330	1.0	1.0
aux	aux	Japanese	なる_aux	203	1.0	1.0
aux	aux	Japanese	おる_aux	192	1.0	1.0
aux	aux	Japanese	*可能*_aux	180	1.0	1.0
aux	aux	Japanese	せる_aux	171	1.0	1.0
aux	aux	Japanese	う_aux	168	1.0	1.0
aux	aux	Japanese	来る_aux	150	1.0	1.0
aux	aux	Japanese	できる_aux	136	1.0	1.0
aux	aux	Japanese	たい_aux	119	1.0	1.0
aux	aux	Japanese	しまう_aux	95	1.0	1.0
aux	aux	Japanese	いく_aux	73	1.0	1.0
aux	aux	Japanese	くれる_aux	71	1.0	1.0
aux	aux	Japanese	そうだ_aux	55	1.0	1.0
aux	aux	Japanese	たら_aux	50	1.0	1.0
aux	aux	Japanese	さ_aux	45	1.0	1.0
aux	aux	Japanese	もらう_aux	43	1.0	1.0
aux	aux	Japanese	べし_aux	39	1.0	1.0
aux	aux	Japanese	みる_aux	37	1.0	1.0
aux	aux	Japanese	なら_aux	34	1.0	1.0
aux	aux	Japanese	やすい_aux	30	1.0	1.0
aux	aux	Japanese	続ける_aux	28	1.0	1.0
aux	aux	Japanese	らしい_aux	26	1.0	1.0
aux	aux	Japanese	いただく_aux	25	1.0	1.0
aux	aux	Japanese	でした_aux	23	1.0	1.0
aux	aux	Japanese	くださる_aux	22	1.0	1.0
aux	aux	Japanese	行く_aux	22	1.0	1.0
aux	aux	Japanese	始める_aux	22	1.0	1.0
aux	aux	Japanese	かもしれる_aux	19	1.0	1.0
aux	aux	Japanese	出来る_aux	18	1.0	1.0
aux	aux	Japanese	出す_aux	18	1.0	1.0
aux	aux	Japanese	みたいだ_aux	17	1.0	1.0
aux	aux	Japanese	頂く_aux	14	1.0	1.0
aux	aux	Japanese	すぎる_aux	14	1.0	1.0
aux	aux	Japanese	合う_aux	13	1.0	1.0
aux	aux	Japanese	込む_aux	13	1.0	1.0
aux	aux	Japanese	させる_aux	12	1.0	1.0
aux	aux	Japanese	もらえる_aux	12	1.0	1.0
aux	aux	Japanese	ある_aux	12	1.0	1.0
aux	aux	Japanese	なければ_aux	12	1.0	1.0
aux	aux	Japanese	ちゃう_aux	11	1.0	1.0
aux	aux	Japanese	おく_aux	11	1.0	1.0
$Korean AGREE
aux	aux	Korean	수_aux	2263	1.0	0.999543326864	# all auxiliairies agree
aux	aux	Korean	것+이+다_aux	1878	1.0	0.999543326864
aux	aux	Korean	있+다_aux	1168	1.0	0.999543326864
aux	aux	Korean	있+는_aux	735	1.0	0.999543326864
aux	aux	Korean	하+ㄴ다_aux	438	1.0	0.999543326864
aux	aux	Korean	있+었+다_aux	400	1.0	0.999543326864
aux	aux	Korean	되+었+다_aux	310	1.0	0.999543326864
aux	aux	Korean	때문+이+다_aux	285	1.0	0.999543326864
aux	aux	Korean	것+이+ㅂ니다_aux	269	1.0	0.999543326864
aux	aux	Korean	되+ㄴ다_aux	263	1.0	0.999543326864
aux	aux	Korean	하+ㄹ_aux	234	1.0	0.999543326864
aux	aux	Korean	하+었+다_aux	221	1.0	0.999543326864
aux	aux	Korean	않+았+다_aux	204	1.0	0.999543326864
aux	aux	Korean	않+는다_aux	185	1.0	0.999543326864
aux	aux	Korean	하+는_aux	183	1.0	0.999543326864
aux	aux	Korean	않+고_aux	180	1.0	0.999543326864
aux	aux	Korean	않+는_aux	147	1.0	0.999543326864
aux	aux	Korean	수+도_aux	147	1.0	0.999543326864
aux	aux	Korean	않+ㄹ_aux	137	1.0	0.999543326864
aux	aux	Korean	않+ㄴ_aux	136	1.0	0.999543326864
aux	aux	Korean	수+가_aux	127	1.0	0.999543326864
aux	aux	Korean	있+다는_aux	127	1.0	0.999543326864
aux	aux	Korean	것+이+었+다_aux	117	1.0	0.999543326864
aux	aux	Korean	되+ㄹ_aux	111	1.0	0.999543326864
aux	aux	Korean	않+으면_aux	107	1.0	0.999543326864
aux	aux	Korean	있+습니다_aux	106	1.0	0.999543326864
aux	aux	Korean	수+는_aux	104	1.0	0.999543326864
aux	aux	Korean	것_aux	102	1.0	0.999543326864
aux	aux	Korean	않+다_aux	95	1.0	0.999543326864
aux	aux	Korean	오+았+다_aux	94	1.0	0.999543326864
aux	aux	Korean	못하+었+다_aux	91	1.0	0.999543326864
aux	aux	Korean	수+밖에_aux	83	1.0	0.999543326864
aux	aux	Korean	되+ㄴ_aux	76	1.0	0.999543326864
aux	aux	Korean	있+던_aux	75	1.0	0.999543326864
aux	aux	Korean	되+는_aux	74	1.0	0.999543326864
aux	aux	Korean	하+ㄴ다는_aux	73	1.0	0.999543326864
aux	aux	Korean	못하+ㄴ_aux	71	1.0	0.999543326864
aux	aux	Korean	있+기_aux	70	1.0	0.999543326864
aux	aux	Korean	하+고_aux	67	1.0	0.999543326864
aux	aux	Korean	뿐+이+다_aux	66	1.0	0.999543326864
aux	aux	Korean	있+다+고_aux	60	1.0	0.999543326864
aux	aux	Korean	보+면_aux	60	1.0	0.999543326864
aux	aux	Korean	있+ㄹ_aux	60	1.0	0.999543326864
aux	aux	Korean	되+면_aux	60	1.0	0.999543326864
aux	aux	Korean	것+이+ㄴ가_aux	59	1.0	0.999543326864
aux	aux	Korean	못하+고_aux	58	1.0	0.999543326864
aux	aux	Korean	있+지_aux	57	1.0	0.999543326864
aux	aux	Korean	하+ㅂ니다_aux	56	1.0	0.999543326864
aux	aux	Korean	있+으며_aux	56	1.0	0.999543326864
aux	aux	Korean	오+ㄴ_aux	54	1.0	0.999543326864
aux	aux	Korean	말+았+다_aux	54	1.0	0.999543326864
aux	aux	Korean	주+는_aux	51	1.0	0.999543326864
aux	aux	Korean	보+ㄹ_aux	49	1.0	0.999543326864
aux	aux	Korean	주+었+다_aux	48	1.0	0.999543326864
aux	aux	Korean	있+소_aux	47	1.0	0.999543326864
aux	aux	Korean	만하+ㄴ_aux	46	1.0	0.999543326864
aux	aux	Korean	있+었+던_aux	45	1.0	0.999543326864
aux	aux	Korean	것+이+라+고_aux	44	1.0	0.999543326864
aux	aux	Korean	보+자_aux	44	1.0	0.999543326864
aux	aux	Korean	못하+는_aux	43	1.0	0.999543326864
aux	aux	Korean	것+이+오_aux	41	1.0	0.999543326864
aux	aux	Korean	말+고_aux	41	1.0	0.999543326864
aux	aux	Korean	것+이+며_aux	41	1.0	0.999543326864
aux	aux	Korean	주+ㄴ다_aux	39	1.0	0.999543326864
aux	aux	Korean	바_aux	39	1.0	0.999543326864
aux	aux	Korean	하+ㄴ_aux	38	1.0	0.999543326864
aux	aux	Korean	있+는데_aux	37	1.0	0.999543326864
aux	aux	Korean	않+습니다_aux	37	1.0	0.999543326864
aux	aux	Korean	되+어_aux	36	1.0	0.999543326864
aux	aux	Korean	뿐_aux	36	1.0	0.999543326864
aux	aux	Korean	때문+이+ㅂ니다_aux	36	1.0	0.999543326864
aux	aux	Korean	주+고_aux	35	1.0	0.999543326864
aux	aux	Korean	데_aux	35	1.0	0.999543326864
aux	aux	Korean	뿐+만_aux	35	1.0	0.999543326864
aux	aux	Korean	있+ㅁ+을_aux	35	1.0	0.999543326864
aux	aux	Korean	것+이+라는_aux	33	1.0	0.999543326864
aux	aux	Korean	하+다_aux	32	1.0	0.999543326864
aux	aux	Korean	않+게_aux	32	1.0	0.999543326864
