$Afrikaans	GERMANIC
xcomp	xcomp	Afrikaans	staat_xcomp	15	1.0	0.931034482759	# TODO seems volition doesn't appear?
xcomp	xcomp	Ancient_Greek	μένω_xcomp	18	0.555555555556	0.665468057054
xcomp	xcomp	Ancient_Greek	βουλεύω_xcomp	18	0.833333333333	0.665468057054
xcomp	xcomp	Ancient_Greek	ἐπιθυμέω_xcomp	17	0.941176470588	0.665468057054
xcomp	xcomp	Ancient_Greek	σπεύδω_xcomp	17	0.823529411765	0.665468057054
xcomp	xcomp	Ancient_Greek	κεῖμαι_xcomp	17	0.705882352941	0.665468057054
xcomp	xcomp	Ancient_Greek	φιλέω_xcomp	17	0.823529411765	0.665468057054
xcomp	xcomp	Ancient_Greek	μενεαίνω_xcomp	16	0.25	0.665468057054
xcomp	xcomp	Ancient_Greek	παρέχω_xcomp	16	0.3125	0.665468057054
xcomp	xcomp	Ancient_Greek	ὀτρύνω_xcomp	16	0.875	0.665468057054
xcomp	xcomp	Ancient_Greek	τεύχω_xcomp	16	0.0625	0.665468057054
xcomp	xcomp	Ancient_Greek	ἡγέομαι_xcomp	16	0.375	0.665468057054
xcomp	xcomp	Ancient_Greek	ἐπαγγέλλω_xcomp	16	1.0	0.665468057054
xcomp	xcomp	Ancient_Greek	ἐπικαλέω_xcomp	15	0.866666666667	0.665468057054
xcomp	xcomp	Ancient_Greek	οἴομαι_xcomp	15	0.733333333333	0.665468057054
xcomp	xcomp	Ancient_Greek	υἱός_xcomp	15	0.666666666667	0.665468057054
xcomp	xcomp	Ancient_Greek	εὔχομαι_xcomp	15	0.866666666667	0.665468057054
xcomp	xcomp	Ancient_Greek	θεός_xcomp	15	0.733333333333	0.665468057054
xcomp	xcomp	Ancient_Greek	συμβουλεύω_xcomp	14	1.0	0.665468057054
xcomp	xcomp	Ancient_Greek	ἰσχύω_xcomp	14	0.928571428571	0.665468057054
xcomp	xcomp	Ancient_Greek	λαμβάνω_xcomp	14	0.5	0.665468057054
xcomp	xcomp	Ancient_Greek	κέλομαι_xcomp	14	0.928571428571	0.665468057054
xcomp	xcomp	Ancient_Greek	δέω_xcomp	14	0.928571428571	0.665468057054
xcomp	xcomp	Ancient_Greek	τις_xcomp	14	0.928571428571	0.665468057054
xcomp	xcomp	Ancient_Greek	εἶπον_xcomp	14	0.785714285714	0.665468057054
xcomp	xcomp	Ancient_Greek	διδάσκω_xcomp	14	0.714285714286	0.665468057054
xcomp	xcomp	Ancient_Greek	Ἀχιλλεύς_xcomp	13	0.615384615385	0.665468057054
xcomp	xcomp	Ancient_Greek	ἐντέλλω_xcomp	13	0.923076923077	0.665468057054
xcomp	xcomp	Ancient_Greek	ἄγω_xcomp	13	0.461538461538	0.665468057054
xcomp	xcomp	Ancient_Greek	ἐπιτρέπω_xcomp	12	0.916666666667	0.665468057054
xcomp	xcomp	Ancient_Greek	Αἴας_xcomp	12	0.75	0.665468057054
xcomp	xcomp	Ancient_Greek	ἀπειλέω_xcomp	12	0.833333333333	0.665468057054
xcomp	xcomp	Ancient_Greek	βλέπω_xcomp	12	0.916666666667	0.665468057054
xcomp	xcomp	Ancient_Greek	ὅδε_xcomp	12	0.916666666667	0.665468057054
xcomp	xcomp	Ancient_Greek	εἶμι_xcomp	12	0.416666666667	0.665468057054
xcomp	xcomp	Ancient_Greek	παρασκευάζω_xcomp	12	0.5	0.665468057054
xcomp	xcomp	Ancient_Greek	λίσσομαι_xcomp	11	0.909090909091	0.665468057054
xcomp	xcomp	Ancient_Greek	χράω_xcomp	11	0.636363636364	0.665468057054
xcomp	xcomp	Ancient_Greek	λείπω_xcomp	11	0.454545454545	0.665468057054
xcomp	xcomp	Ancient_Greek	ἐπιχειρέω_xcomp	11	0.909090909091	0.665468057054
xcomp	xcomp	Ancient_Greek	θεωρέω_xcomp	11	0.909090909091	0.665468057054
xcomp	xcomp	Ancient_Greek	ἥκω_xcomp	11	0.545454545455	0.665468057054
xcomp	xcomp	Ancient_Greek	ὄρνυμι_xcomp	10	0.6	0.665468057054
xcomp	xcomp	Ancient_Greek	δικαιόω_xcomp	10	0.8	0.665468057054
xcomp	xcomp	Ancient_Greek	σφεῖς_xcomp	10	0.9	0.665468057054
xcomp	xcomp	Ancient_Greek	νοέω_xcomp	10	0.8	0.665468057054
xcomp	xcomp	Ancient_Greek	διατελέω_xcomp	10	0.8	0.665468057054
xcomp	xcomp	Ancient_Greek	θεάομαι_xcomp	10	0.8	0.665468057054
xcomp	xcomp	Ancient_Greek	ἐποτρύνω_xcomp	10	0.8	0.665468057054
xcomp	xcomp	Ancient_Greek	Ἀχαιός_xcomp	10	0.4	0.665468057054
xcomp	xcomp	Ancient_Greek	κωλύω_xcomp	10	0.9	0.665468057054
$Arabic	AGREE
xcomp	xcomp	Arabic	كَان_xcomp	537	0.992551210428	0.987966841965	# all xcomp deps have same direction
xcomp	xcomp	Arabic	h_xcomp	390	0.994871794872	0.987966841965
xcomp	xcomp	Arabic	hA_xcomp	196	0.989795918367	0.987966841965
xcomp	xcomp	Arabic	qAl-u_1_xcomp	167	0.982035928144	0.987966841965
xcomp	xcomp	Arabic	kul~_1_xcomp	102	1.0	0.987966841965
xcomp	xcomp	Arabic	>ay~_1_xcomp	85	1.0	0.987966841965
xcomp	xcomp	Arabic	dawolap_1_xcomp	75	1.0	0.987966841965
xcomp	xcomp	Arabic	zAl-a_1_xcomp	72	1.0	0.987966841965
xcomp	xcomp	Arabic	qim~ap_1_xcomp	69	1.0	0.987966841965
xcomp	xcomp	Arabic	lA_1_xcomp	66	1.0	0.987966841965
xcomp	xcomp	Arabic	قَال_xcomp	63	0.920634920635	0.987966841965
xcomp	xcomp	Arabic	>arAd_1_xcomp	63	1.0	0.987966841965
xcomp	xcomp	Arabic	qarAr_1_xcomp	61	1.0	0.987966841965
xcomp	xcomp	Arabic	nA_xcomp	59	1.0	0.987966841965
xcomp	xcomp	Arabic	ra}iys_1_xcomp	59	1.0	0.987966841965
xcomp	xcomp	Arabic	{isotaTAE_1_xcomp	56	0.964285714286	0.987966841965
xcomp	xcomp	Arabic	>aDAf_1_xcomp	55	1.0	0.987966841965
xcomp	xcomp	Arabic	maSoruwE_1_xcomp	52	1.0	0.987966841965
xcomp	xcomp	Arabic	Hayovu_1_xcomp	52	1.0	0.987966841965
xcomp	xcomp	Arabic	>amor_1_xcomp	52	0.980769230769	0.987966841965
xcomp	xcomp	Arabic	زَال_xcomp	51	1.0	0.987966841965
xcomp	xcomp	Arabic	qabol_1_xcomp	50	1.0	0.987966841965
xcomp	xcomp	Arabic	Eamaliy~ap_1_xcomp	49	1.0	0.987966841965
xcomp	xcomp	Arabic	{it~ifAq_1_xcomp	47	1.0	0.987966841965
xcomp	xcomp	Arabic	jaEal-a_1_xcomp	46	1.0	0.987966841965
xcomp	xcomp	Arabic	bada>-a_1_xcomp	45	1.0	0.987966841965
xcomp	xcomp	Arabic	qAnuwn_1_xcomp	44	1.0	0.987966841965
xcomp	xcomp	Arabic	duwn_1_xcomp	43	1.0	0.987966841965
xcomp	xcomp	Arabic	EinodamA_1_xcomp	39	1.0	0.987966841965
xcomp	xcomp	Arabic	bAt-i_1_xcomp	38	1.0	0.987966841965
xcomp	xcomp	Arabic	Hukuwmap_1_xcomp	37	0.945945945946	0.987966841965
xcomp	xcomp	Arabic	EAd-u_1_xcomp	36	1.0	0.987966841965
xcomp	xcomp	Arabic	<isorA}iyl_1_xcomp	36	1.0	0.987966841965
xcomp	xcomp	Arabic	lamo_1_xcomp	35	1.0	0.987966841965
xcomp	xcomp	Arabic	wafod_1_xcomp	34	1.0	0.987966841965
xcomp	xcomp	Arabic	أَكَّد_xcomp	34	1.0	0.987966841965
xcomp	xcomp	Arabic	y_xcomp	34	0.970588235294	0.987966841965
xcomp	xcomp	Arabic	balad_1_xcomp	34	1.0	0.987966841965
xcomp	xcomp	Arabic	mu&otamar_1_xcomp	33	1.0	0.987966841965
xcomp	xcomp	Arabic	s_xcomp	33	1.0	0.987966841965
xcomp	xcomp	Arabic	mawoqif_1_xcomp	33	1.0	0.987966841965
xcomp	xcomp	Arabic	baEoD_1_xcomp	32	1.0	0.987966841965
xcomp	xcomp	Arabic	TA}irap_1_xcomp	30	1.0	0.987966841965
xcomp	xcomp	Arabic	Sarikap_1_xcomp	30	1.0	0.987966841965
xcomp	xcomp	Arabic	{ijotimAE_1_xcomp	29	1.0	0.987966841965
xcomp	xcomp	Arabic	jA'_1_xcomp	28	1.0	0.987966841965
xcomp	xcomp	Arabic	majomuwEap_1_xcomp	27	1.0	0.987966841965
xcomp	xcomp	Arabic	أَصبَح_xcomp	27	1.0	0.987966841965
xcomp	xcomp	Arabic	kAd-a_1_xcomp	27	1.0	0.987966841965
xcomp	xcomp	Arabic	*`lika_1_xcomp	27	0.962962962963	0.987966841965
xcomp	xcomp	Arabic	wASinoTuwn_1_xcomp	27	1.0	0.987966841965
xcomp	xcomp	Arabic	بَدَأ_xcomp	27	1.0	0.987966841965
xcomp	xcomp	Arabic	waziyr_1_xcomp	26	1.0	0.987966841965
xcomp	xcomp	Arabic	suloTap_1_xcomp	26	1.0	0.987966841965
xcomp	xcomp	Arabic	lajonap_1_xcomp	26	1.0	0.987966841965
xcomp	xcomp	Arabic	أَضَاف_xcomp	26	1.0	0.987966841965
xcomp	xcomp	Arabic	ziyArap_2_xcomp	26	1.0	0.987966841965
xcomp	xcomp	Arabic	TBupdate_xcomp	26	1.0	0.987966841965
xcomp	xcomp	Arabic	DEFAULT_xcomp	25	0.96	0.987966841965
xcomp	xcomp	Arabic	layosa_1_xcomp	25	0.92	0.987966841965
xcomp	xcomp	Arabic	اِعتَبَر_xcomp	24	1.0	0.987966841965
xcomp	xcomp	Arabic	أَشَار_xcomp	24	1.0	0.987966841965
xcomp	xcomp	Arabic	risAlap_1_xcomp	24	1.0	0.987966841965
xcomp	xcomp	Arabic	Eamal_1_xcomp	24	1.0	0.987966841965
xcomp	xcomp	Arabic	quw~ap_1_xcomp	24	0.958333333333	0.987966841965
xcomp	xcomp	Arabic	Hamolap_1_xcomp	23	1.0	0.987966841965
xcomp	xcomp	Arabic	wilAyap_1_xcomp	23	1.0	0.987966841965
xcomp	xcomp	Arabic	>aw~al_2_xcomp	23	1.0	0.987966841965
xcomp	xcomp	Arabic	HAwal_1_xcomp	23	1.0	0.987966841965
xcomp	xcomp	Arabic	Tariyq_1_xcomp	22	1.0	0.987966841965
xcomp	xcomp	Arabic	Harakap_1_xcomp	22	1.0	0.987966841965
xcomp	xcomp	Arabic	minoTaqap_1_xcomp	22	1.0	0.987966841965
xcomp	xcomp	Arabic	baronAmaj_1_xcomp	22	1.0	0.987966841965
xcomp	xcomp	Arabic	mu&as~asap_1_xcomp	22	1.0	0.987966841965
xcomp	xcomp	Arabic	Hiyn_1_xcomp	21	1.0	0.987966841965
xcomp	xcomp	Arabic	liqA'_1_xcomp	21	1.0	0.987966841965
xcomp	xcomp	Arabic	<ijorA'_3_xcomp	21	1.0	0.987966841965
xcomp	xcomp	Arabic	sa>al-a_1_xcomp	21	0.952380952381	0.987966841965
xcomp	xcomp	Arabic	nisobap_1_xcomp	20	1.0	0.987966841965
xcomp	xcomp	Arabic	None_xcomp	20	0.95	0.987966841965
xcomp	xcomp	Arabic	SaEob_1_xcomp	20	1.0	0.987966841965
xcomp	xcomp	Arabic	maso>alap_1_xcomp	20	1.0	0.987966841965
xcomp	xcomp	Arabic	majolis_1_xcomp	20	0.95	0.987966841965
xcomp	xcomp	Arabic	EalAqap_1_xcomp	20	1.0	0.987966841965
xcomp	xcomp	Arabic	waDoE_2_xcomp	20	1.0	0.987966841965
xcomp	xcomp	Arabic	gayor_1_xcomp	19	1.0	0.987966841965
xcomp	xcomp	Arabic	muSokilap_1_xcomp	19	1.0	0.987966841965
xcomp	xcomp	Arabic	>amal-a_1_xcomp	19	1.0	0.987966841965
xcomp	xcomp	Arabic	Hal~_1_xcomp	18	1.0	0.987966841965
xcomp	xcomp	Arabic	hadaf_1_xcomp	18	0.944444444444	0.987966841965
xcomp	xcomp	Arabic	>aSobaH_1_xcomp	18	1.0	0.987966841965
xcomp	xcomp	Arabic	<iyrAn_1_xcomp	18	1.0	0.987966841965
xcomp	xcomp	Arabic	waqot_1_xcomp	18	1.0	0.987966841965
xcomp	xcomp	Arabic	<idArap_1_xcomp	18	1.0	0.987966841965
xcomp	xcomp	Arabic	>ajAb_1_xcomp	18	1.0	0.987966841965
xcomp	xcomp	Arabic	daEA-u_1_xcomp	18	0.833333333333	0.987966841965
xcomp	xcomp	Arabic	muHAdavap_1_xcomp	18	1.0	0.987966841965
xcomp	xcomp	Arabic	lubonAn_1_xcomp	17	1.0	0.987966841965
xcomp	xcomp	Arabic	mawoDuwE_1_xcomp	17	1.0	0.987966841965
xcomp	xcomp	Arabic	>amokan_1_xcomp	17	1.0	0.987966841965
xcomp	xcomp	Arabic	Hizob_1_xcomp	17	1.0	0.987966841965
xcomp	xcomp	Arabic	Talab-u_1_xcomp	17	1.0	0.987966841965
xcomp	xcomp	Arabic	katab-u_1_xcomp	17	1.0	0.987966841965
xcomp	xcomp	Arabic	kayofa_2_xcomp	17	1.0	0.987966841965
xcomp	xcomp	Arabic	w_xcomp	17	0.882352941176	0.987966841965
xcomp	xcomp	Arabic	tAbaE_1_xcomp	17	1.0	0.987966841965
xcomp	xcomp	Arabic	xasArap_1_xcomp	16	1.0	0.987966841965
xcomp	xcomp	Arabic	mawoqiE_1_xcomp	16	1.0	0.987966841965
xcomp	xcomp	Arabic	hayo}ap_1_xcomp	15	1.0	0.987966841965
xcomp	xcomp	Arabic	بَقِي_xcomp	15	1.0	0.987966841965
xcomp	xcomp	Arabic	maEoluwm_1_xcomp	15	1.0	0.987966841965
xcomp	xcomp	Arabic	Eadad_1_xcomp	15	1.0	0.987966841965
xcomp	xcomp	Arabic	tam~-i_1_xcomp	15	1.0	0.987966841965
xcomp	xcomp	Arabic	jamAEap_1_xcomp	15	1.0	0.987966841965
xcomp	xcomp	Arabic	rAH-u_1_xcomp	15	1.0	0.987966841965
xcomp	xcomp	Arabic	أَوضَح_xcomp	14	1.0	0.987966841965
xcomp	xcomp	Arabic	جَاء_xcomp	14	1.0	0.987966841965
xcomp	xcomp	Arabic	SaxoS_1_xcomp	14	1.0	0.987966841965
xcomp	xcomp	Arabic	>ak~ad_1_xcomp	14	1.0	0.987966841965
xcomp	xcomp	Arabic	EirAq_1_xcomp	14	1.0	0.987966841965
xcomp	xcomp	Arabic	qar~ar_1_xcomp	14	1.0	0.987966841965
xcomp	xcomp	Arabic	{inotixAb_1_xcomp	14	1.0	0.987966841965
xcomp	xcomp	Arabic	taHad~iy_1_xcomp	14	1.0	0.987966841965
xcomp	xcomp	Arabic	هُوَ_xcomp	14	1.0	0.987966841965
xcomp	xcomp	Arabic	xuT~ap_1_xcomp	14	1.0	0.987966841965
xcomp	xcomp	Arabic	munaZ~amap_1_xcomp	14	1.0	0.987966841965
xcomp	xcomp	Arabic	waviyqap_1_xcomp	14	1.0	0.987966841965
xcomp	xcomp	Arabic	شَدَّد_xcomp	14	1.0	0.987966841965
xcomp	xcomp	Arabic	baqiy-a_1_xcomp	14	0.928571428571	0.987966841965
xcomp	xcomp	Arabic	bayAn_1_xcomp	14	1.0	0.987966841965
xcomp	xcomp	Arabic	musAEadap_1_xcomp	14	1.0	0.987966841965
xcomp	xcomp	Arabic	qAm-u_1_xcomp	13	0.846153846154	0.987966841965
xcomp	xcomp	Arabic	sabab_1_xcomp	13	1.0	0.987966841965
xcomp	xcomp	Arabic	SAruwn_1_xcomp	13	1.0	0.987966841965
xcomp	xcomp	Arabic	qawol_1_xcomp	13	0.923076923077	0.987966841965
xcomp	xcomp	Arabic	Hukom_1_xcomp	13	1.0	0.987966841965
xcomp	xcomp	Arabic	natiyjap_1_xcomp	13	1.0	0.987966841965
xcomp	xcomp	Arabic	hunAka_1_xcomp	13	0.923076923077	0.987966841965
xcomp	xcomp	Arabic	أَعلَن_xcomp	13	1.0	0.987966841965
xcomp	xcomp	Arabic	siyAsap_1_xcomp	13	1.0	0.987966841965
xcomp	xcomp	Arabic	yawom_1_xcomp	13	1.0	0.987966841965
xcomp	xcomp	Arabic	maSoraf_1_xcomp	13	1.0	0.987966841965
xcomp	xcomp	Arabic	ra>aY-a_1_xcomp	13	1.0	0.987966841965
xcomp	xcomp	Arabic	dAm_1_xcomp	13	1.0	0.987966841965
xcomp	xcomp	Arabic	baEod_1_xcomp	12	1.0	0.987966841965
xcomp	xcomp	Arabic	>aEolan_1_xcomp	12	1.0	0.987966841965
xcomp	xcomp	Arabic	Harob_1_xcomp	12	0.916666666667	0.987966841965
xcomp	xcomp	Arabic	samaH-a_1_xcomp	12	1.0	0.987966841965
xcomp	xcomp	Arabic	SAruwx_1_xcomp	12	1.0	0.987966841965
xcomp	xcomp	Arabic	Zal~-a_1_xcomp	12	1.0	0.987966841965
xcomp	xcomp	Arabic	{iHotAj_1_xcomp	12	1.0	0.987966841965
xcomp	xcomp	Arabic	jalosap_1_xcomp	12	1.0	0.987966841965
xcomp	xcomp	Arabic	suwriyA_1_xcomp	12	0.916666666667	0.987966841965
xcomp	xcomp	Arabic	EunoSur_1_xcomp	12	1.0	0.987966841965
xcomp	xcomp	Arabic	Sar~aH_1_xcomp	12	1.0	0.987966841965
xcomp	xcomp	Arabic	جَعَل_xcomp	12	1.0	0.987966841965
xcomp	xcomp	Arabic	xaT~_2_xcomp	12	1.0	0.987966841965
xcomp	xcomp	Arabic	taqoriyr_2_xcomp	12	1.0	0.987966841965
xcomp	xcomp	Arabic	بَدَا_xcomp	12	1.0	0.987966841965
xcomp	xcomp	Arabic	,_xcomp	12	1.0	0.987966841965
xcomp	xcomp	Arabic	Sayo'_1_xcomp	12	1.0	0.987966841965
xcomp	xcomp	Arabic	Hadav_1_xcomp	11	1.0	0.987966841965
xcomp	xcomp	Arabic	mufAwaDap_1_xcomp	11	1.0	0.987966841965
xcomp	xcomp	Arabic	maroHalap_1_xcomp	11	1.0	0.987966841965
xcomp	xcomp	Arabic	muraS~aH_1_xcomp	11	1.0	0.987966841965
xcomp	xcomp	Arabic	tajAwaz_1_xcomp	11	1.0	0.987966841965
xcomp	xcomp	Arabic	niZAm_1_xcomp	11	1.0	0.987966841965
xcomp	xcomp	Arabic	fatorap_1_xcomp	11	1.0	0.987966841965
xcomp	xcomp	Arabic	jawolap_1_xcomp	11	1.0	0.987966841965
xcomp	xcomp	Arabic	maHokamap_1_xcomp	11	1.0	0.987966841965
xcomp	xcomp	Arabic	TAlab_1_xcomp	11	1.0	0.987966841965
xcomp	xcomp	Arabic	Sakol_1_xcomp	11	0.909090909091	0.987966841965
xcomp	xcomp	Arabic	mivol_1_xcomp	11	1.0	0.987966841965
xcomp	xcomp	Arabic	Darobap_1_xcomp	11	0.909090909091	0.987966841965
xcomp	xcomp	Arabic	naHow_3_xcomp	11	1.0	0.987966841965
xcomp	xcomp	Arabic	HiwAr_1_xcomp	11	1.0	0.987966841965
xcomp	xcomp	Arabic	madiynap_1_xcomp	11	1.0	0.987966841965
xcomp	xcomp	Arabic	ظَلّ_xcomp	11	1.0	0.987966841965
xcomp	xcomp	Arabic	maDaY-i_1_xcomp	11	1.0	0.987966841965
xcomp	xcomp	Arabic	>aHad_1_xcomp	11	1.0	0.987966841965
xcomp	xcomp	Arabic	وَصَل_xcomp	11	1.0	0.987966841965
xcomp	xcomp	Arabic	qaDiy~ap_1_xcomp	11	1.0	0.987966841965
xcomp	xcomp	Arabic	>usoluwb_1_xcomp	10	1.0	0.987966841965
xcomp	xcomp	Arabic	DagoT_2_xcomp	10	1.0	0.987966841965
xcomp	xcomp	Arabic	faEal-a_1_xcomp	10	1.0	0.987966841965
xcomp	xcomp	Arabic	Suwrap_1_xcomp	10	1.0	0.987966841965
xcomp	xcomp	Arabic	salAm_1_xcomp	10	1.0	0.987966841965
xcomp	xcomp	Arabic	wajad-i_1_xcomp	10	0.9	0.987966841965
xcomp	xcomp	Arabic	كَتَب_xcomp	10	1.0	0.987966841965
xcomp	xcomp	Arabic	{it~iHAd_1_xcomp	10	1.0	0.987966841965
xcomp	xcomp	Arabic	waraq_1_xcomp	10	1.0	0.987966841965
xcomp	xcomp	Arabic	taHAluf_1_xcomp	10	1.0	0.987966841965
xcomp	xcomp	Arabic	badal_1_xcomp	10	1.0	0.987966841965
xcomp	xcomp	Arabic	miSor_1_xcomp	10	1.0	0.987966841965
xcomp	xcomp	Arabic	لَيس_xcomp	10	1.0	0.987966841965
xcomp	xcomp	Arabic	taman~aY_1_xcomp	10	1.0	0.987966841965
xcomp	xcomp	Arabic	xaTowap_1_xcomp	10	0.9	0.987966841965
