Language	FileName	Counter	DH_Weight	Dependency	DistanceWeight
Korean	5564821	200000	0.02754517	discourse	-0.005213384
Korean	5564821	200000	-0.51917976	dislocated	-0.8349562
Korean	5564821	200000	0.1274678	fixed	0.0035275535
Korean	5564821	200000	-0.15812689	flat	-0.51006424
Korean	5564821	200000	0.034707673	iobj	-0.09860856
Korean	5564821	200000	-0.47742164	lifted_case	0.0011124379
Korean	5564821	200000	-1.2271223	lifted_cc	0.035780348
Korean	5564821	200000	-0.0815573	lifted_cop	0.0012254904
Korean	5564821	200000	0.030896604	lifted_mark	-0.013906786
Korean	5564821	200000	-0.0022627427	mark	-0.0017205798
Korean	5564821	200000	-1.9107553	nmod	-0.40487725
Korean	5564821	200000	-1.7055098	nsubj	0.5025653
Korean	5564821	200000	-0.13306785	nummod	-0.098545514
Korean	5564821	200000	-2.1588225	obj	0.21128713
Korean	5564821	200000	-1.2357546	obl	0.08780876
Korean	5564821	200000	0.0	punct	0.0
Korean	5564821	200000	-0.004517617	vocative	-0.0022524404
Korean	5564821	200000	-0.056731623	xcomp	0.09519213
Telugu	7760878	200000	-2.5163767	acl	0.40106085
Telugu	7760878	200000	-3.814585	advcl	2.7062209
Telugu	7760878	200000	5.6724544	advmod	-3.1347647
Telugu	7760878	200000	5.2290783	amod	-0.08131436
Telugu	7760878	200000	-2.9447107	ccomp	3.0976665
Telugu	7760878	200000	4.0304594	compound	-2.942557
Telugu	7760878	200000	-0.047723737	conj	2.222986
Telugu	7760878	200000	-3.6270595	csubj	0.7849584
Telugu	7760878	200000	0.0	dep	0.0
Telugu	7760878	200000	4.038261	det	-1.1064863
Telugu	7760878	200000	0.5734774	discourse	-1.4545306
Telugu	7760878	200000	-0.41827014	dislocated	0.16312572
Telugu	7760878	200000	0.8698427	flat	-0.011300275
Telugu	7760878	200000	-3.575243	iobj	0.43375707
Telugu	7760878	200000	4.64848	lifted_case	0.0
Telugu	7760878	200000	-1.617541	lifted_cc	0.0
Telugu	7760878	200000	-4.6575017	lifted_mark	0.0
Telugu	7760878	200000	-0.45158544	list	0.0
Telugu	7760878	200000	3.8147695	nmod	0.48897326
Telugu	7760878	200000	-7.4784923	nsubj	-5.1358566
Telugu	7760878	200000	3.7676282	nummod	-1.197525
Telugu	7760878	200000	6.6875157	obj	0.7180081
Telugu	7760878	200000	6.1366687	obl	1.9314708
Telugu	7760878	200000	-0.18662292	orphan	0.04822516
Telugu	7760878	200000	0.048357494	parataxis	2.005447
Telugu	7760878	200000	0.0	punct	0.0
Telugu	7760878	200000	-0.7775729	vocative	-0.03901875
Telugu	7760878	200000	0.41140744	xcomp	0.101781934
Irish	3445016	200000	-5.296784	acl	4.7605953
Irish	3445016	200000	-4.7762446	advcl	4.708298
Irish	3445016	200000	0.11282684	advmod	-6.1350374
Irish	3445016	200000	0.54115057	amod	-3.4716084
Irish	3445016	200000	-3.1974802	appos	0.5181168
Irish	3445016	200000	0.0	case	0.0
Irish	3445016	200000	-5.2631173	ccomp	6.306268
Irish	3445016	200000	-5.5007353	compound	-2.9870675
Irish	3445016	200000	-5.8480425	conj	4.449639
Irish	3445016	200000	-4.974992	csubj	3.2183323
Irish	3445016	200000	-4.5670815	det	-3.5492911
Irish	3445016	200000	0.0	discourse	0.0
Irish	3445016	200000	1.9311117	fixed	-2.6360567
Irish	3445016	200000	0.09731564	flat	-0.44085327
Irish	3445016	200000	-7.312608	lifted_case	1.1409587
Irish	3445016	200000	-6.4013953	lifted_cc	2.23276
Irish	3445016	200000	-5.2960315	lifted_cop	-0.046154253
Irish	3445016	200000	-7.273227	lifted_mark	0.8069523
Irish	3445016	200000	0.0	list	0.0
Irish	3445016	200000	-6.3243465	nmod	-0.59433657
Irish	3445016	200000	5.637896	nsubj	-4.1097355
Irish	3445016	200000	1.3710961	nummod	-3.141262
Irish	3445016	200000	-4.85663	obj	-4.6570573
Irish	3445016	200000	-5.6929207	obl	-0.49762487
Irish	3445016	200000	-2.679358	parataxis	2.8354008
Irish	3445016	200000	0.0	punct	0.0
Irish	3445016	200000	0.6104409	vocative	0.61902106
Irish	3445016	200000	-6.5897226	xcomp	0.6699126
Polish	6420331	200000	0.112507015	acl	0.4128725
Polish	6420331	200000	-0.05871725	advcl	1.2512659
Polish	6420331	200000	-0.82296497	advmod	-2.3886995
Polish	6420331	200000	-0.15040724	amod	-0.9164446
Polish	6420331	200000	0.00918512	appos	0.05625463
Polish	6420331	200000	0.103917345	aux	-1.206179
Polish	6420331	200000	-0.001430284	case	0.0
Polish	6420331	200000	0.07040687	ccomp	1.0442976
Polish	6420331	200000	0.24437913	conj	2.1888514
Polish	6420331	200000	0.007944812	csubj	0.0011584606
Polish	6420331	200000	0.040833294	det	-0.21856986
Polish	6420331	200000	0.1684149	expl	-1.1143498
Polish	6420331	200000	-0.010144863	fixed	-0.009127762
Polish	6420331	200000	0.0010397469	flat	8.786045e-05
Polish	6420331	200000	-0.1242028	iobj	-0.2608204
Polish	6420331	200000	-1.6616514	lifted_case	0.014131037
Polish	6420331	200000	0.3648321	lifted_cc	0.0
Polish	6420331	200000	-0.34618217	lifted_cop	0.0
Polish	6420331	200000	0.061689038	lifted_mark	-0.0050032833
Polish	6420331	200000	0.14867571	nmod	0.41741008
Polish	6420331	200000	0.12288004	nsubj	-0.8265067
Polish	6420331	200000	-0.015566587	nummod	-0.031712115
Polish	6420331	200000	10.000967	obj	-0.021784035
Polish	6420331	200000	-1.9377809	obl	0.80561614
Polish	6420331	200000	0.0	punct	0.0
Polish	6420331	200000	0.7886388	xcomp	0.8072215
Dutch	3038480	500000	4.505234	acl	3.785339
Dutch	3038480	500000	2.9183884	advcl	3.453246
Dutch	3038480	500000	-3.3675742	advmod	-3.2538302
Dutch	3038480	500000	-0.09941885	amod	-2.158881
Dutch	3038480	500000	2.799291	appos	0.5242442
Dutch	3038480	500000	-2.8275893	aux	-3.8291264
Dutch	3038480	500000	-0.00070626504	case	0.0053262287
Dutch	3038480	500000	3.5044672	ccomp	2.6678407
Dutch	3038480	500000	-2.100871	compound	-1.5650105
Dutch	3038480	500000	3.406464	conj	4.4145446
Dutch	3038480	500000	2.2548518	csubj	1.2068025
Dutch	3038480	500000	3.4964135	det	-4.0114274
Dutch	3038480	500000	-0.15823588	expl	-0.543332
Dutch	3038480	500000	-0.1764736	fixed	-1.6256473
Dutch	3038480	500000	0.8699435	flat	-1.159065
Dutch	3038480	500000	-0.8143029	iobj	-0.39480287
Dutch	3038480	500000	5.74423	lifted_case	0.5020775
Dutch	3038480	500000	4.2150283	lifted_cc	0.08073649
Dutch	3038480	500000	4.5547657	lifted_cop	0.018248834
Dutch	3038480	500000	5.1039996	lifted_mark	0.1584249
Dutch	3038480	500000	5.082841	nmod	1.0704163
Dutch	3038480	500000	3.7345347	nsubj	-2.9207323
Dutch	3038480	500000	0.10748611	nummod	-0.3719537
Dutch	3038480	500000	10.010575	obj	-0.29782167
Dutch	3038480	500000	2.3212223	obl	1.2425674
Dutch	3038480	500000	1.3333639	parataxis	2.813114
Dutch	3038480	500000	0.0	punct	0.0
Dutch	3038480	500000	0.17732336	xcomp	0.1887296
Greek	1947735	110000	-1.455044	acl	1.1158817
Greek	1947735	110000	-0.28929508	advcl	1.2097408
Greek	1947735	110000	0.39648202	advmod	-1.9675695
Greek	1947735	110000	-0.41161865	amod	-0.77582425
Greek	1947735	110000	-0.13504177	appos	0.24659956
Greek	1947735	110000	0.35939127	aux	-1.8782338
Greek	1947735	110000	0.009755689	cc	-0.0015271802
Greek	1947735	110000	-0.80326915	ccomp	1.1001949
Greek	1947735	110000	-0.011615272	compound	0.01109674
Greek	1947735	110000	-0.6477261	conj	1.4777642
Greek	1947735	110000	-0.58433926	csubj	0.51965684
Greek	1947735	110000	0.019186845	dep	-0.026633123
Greek	1947735	110000	-0.65215206	det	-2.1066144
Greek	1947735	110000	0.0148838535	discourse	-0.01689394
Greek	1947735	110000	0.022415902	expl	-0.031969577
Greek	1947735	110000	0.016411541	fixed	-0.08013272
Greek	1947735	110000	0.05916867	iobj	-0.074675426
Greek	1947735	110000	-2.7100565	lifted_case	0.03248484
Greek	1947735	110000	-1.4850345	lifted_cc	0.028677097
Greek	1947735	110000	-0.44589698	lifted_cop	0.004581753
Greek	1947735	110000	-1.0396057	lifted_mark	0.050013687
Greek	1947735	110000	-2.4904923	nmod	1.0147432
Greek	1947735	110000	0.31637216	nsubj	-0.62086046
Greek	1947735	110000	-0.10262017	nummod	-0.12647724
Greek	1947735	110000	-10.002511	obj	0.18213287
Greek	1947735	110000	-1.2767166	obl	0.4595444
Greek	1947735	110000	-0.03395944	orphan	0.0896495
Greek	1947735	110000	-0.024437316	parataxis	0.05957642
Greek	1947735	110000	0.0	punct	0.0
Greek	1947735	110000	0.0021890975	vocative	-0.10835753
Greek	1947735	110000	-0.43057975	xcomp	0.21344689
Galician	6855358	200000	3.3119516	acl	1.2159468
Galician	6855358	200000	1.7767954	advcl	1.6147908
Galician	6855358	200000	-2.9374123	advmod	-3.788498
Galician	6855358	200000	3.069874	amod	-4.627564
Galician	6855358	200000	0.7323465	appos	0.1035165
Galician	6855358	200000	-3.721874	aux	-3.6348476
Galician	6855358	200000	1.428154	case	1.5447171
Galician	6855358	200000	7.1372714	ccomp	7.2737336
Galician	6855358	200000	0.061744876	compound	0.0036245347
Galician	6855358	200000	2.8271625	conj	2.4705827
Galician	6855358	200000	0.17404296	csubj	0.07168037
Galician	6855358	200000	3.4242468	dep	-3.2631652
Galician	6855358	200000	3.892721	det	-7.9396057
Galician	6855358	200000	0.0	discourse	0.0
Galician	6855358	200000	-0.46876287	expl	-1.1723877
Galician	6855358	200000	-0.6686318	fixed	-0.1539726
Galician	6855358	200000	1.387335	flat	-0.737488
Galician	6855358	200000	2.3250093	iobj	-0.9355867
Galician	6855358	200000	8.322157	lifted_case	6.0685525
Galician	6855358	200000	7.1586742	lifted_cc	0.24894823
Galician	6855358	200000	6.0310726	lifted_cop	0.022554176
Galician	6855358	200000	6.2548046	lifted_mark	0.62902325
Galician	6855358	200000	0.0	list	0.0
Galician	6855358	200000	7.7484465	nmod	1.477503
Galician	6855358	200000	0.8359914	nsubj	-1.8864545
Galician	6855358	200000	0.7760823	nummod	-0.12601183
Galician	6855358	200000	6.3420005	obj	1.4948955
Galician	6855358	200000	6.0317674	obl	3.8508093
Galician	6855358	200000	0.0	orphan	0.0
Galician	6855358	200000	-0.1153562	parataxis	0.15589477
Galician	6855358	200000	0.0	punct	0.0
Galician	6855358	200000	0.0	vocative	0.0
Galician	6855358	200000	3.3407283	xcomp	0.018965308
Telugu	4658219	200000	-0.6645219	acl	0.058610383
Telugu	4658219	200000	0.38819975	advcl	1.7548794
Telugu	4658219	200000	2.4897792	advmod	-0.76278275
Telugu	4658219	200000	1.3729835	amod	0.06911143
Telugu	4658219	200000	0.6902072	ccomp	1.4311149
Telugu	4658219	200000	0.78464895	compound	-1.3088285
Telugu	4658219	200000	0.65638983	conj	0.11660273
Telugu	4658219	200000	-1.0253359	csubj	0.3933167
Telugu	4658219	200000	0.0	dep	0.0
Telugu	4658219	200000	0.40704325	det	-0.3268058
Telugu	4658219	200000	0.29816276	discourse	-0.2227461
Telugu	4658219	200000	-0.030743496	dislocated	0.03217662
Telugu	4658219	200000	0.2032495	flat	-0.024053916
Telugu	4658219	200000	-0.59667176	iobj	-0.16853918
Telugu	4658219	200000	1.1395177	lifted_case	0.0
Telugu	4658219	200000	-0.023014925	lifted_cc	0.0
Telugu	4658219	200000	-0.1252675	lifted_mark	0.0
Telugu	4658219	200000	0.024876805	list	0.0
Telugu	4658219	200000	1.4696511	nmod	0.13547075
Telugu	4658219	200000	-4.767103	nsubj	-2.1596456
Telugu	4658219	200000	0.64776087	nummod	-0.08173625
Telugu	4658219	200000	3.4347963	obj	-0.40632325
Telugu	4658219	200000	3.5148296	obl	0.666765
Telugu	4658219	200000	-0.015883619	orphan	0.0407946
Telugu	4658219	200000	-0.09811422	parataxis	0.52533776
Telugu	4658219	200000	0.0	punct	0.0
Telugu	4658219	200000	-0.006550423	vocative	0.016216975
Telugu	4658219	200000	0.065364234	xcomp	0.22114697
Hebrew	9384859	200000	-1.3267496	acl	1.57653
Hebrew	9384859	200000	-0.4898588	advcl	1.0320534
Hebrew	9384859	200000	-0.027690308	advmod	-2.4705427
Hebrew	9384859	200000	-0.38471013	amod	-0.74368775
Hebrew	9384859	200000	-0.2251486	appos	0.33542106
Hebrew	9384859	200000	0.04613174	aux	-0.80354285
Hebrew	9384859	200000	-0.009637395	case	0.011229231
Hebrew	9384859	200000	-0.008864344	cc	-0.1019757
Hebrew	9384859	200000	-0.2359869	ccomp	0.81674355
Hebrew	9384859	200000	-1.0767274	compound	-0.57759947
Hebrew	9384859	200000	-1.3384882	conj	2.4157372
Hebrew	9384859	200000	0.0024076998	csubj	0.006337867
Hebrew	9384859	200000	0.08520732	dep	-0.22693232
Hebrew	9384859	200000	-0.74681437	det	-1.8417269
Hebrew	9384859	200000	0.0013770462	dislocated	-0.003526798
Hebrew	9384859	200000	0.02095587	fixed	-0.42753333
Hebrew	9384859	200000	-0.16671063	flat	-0.2725836
Hebrew	9384859	200000	0.0016801686	goeswith	-0.0033469764
Hebrew	9384859	200000	-1.7715905	iobj	0.41853452
Hebrew	9384859	200000	-3.7077444	lifted_case	0.43318525
Hebrew	9384859	200000	-1.7755779	lifted_cc	-0.002943771
Hebrew	9384859	200000	-0.25848833	lifted_cop	0.0
Hebrew	9384859	200000	-1.7004988	lifted_mark	0.0
Hebrew	9384859	200000	-2.4913094	nmod	1.1230828
Hebrew	9384859	200000	0.15809733	nsubj	-1.6313441
Hebrew	9384859	200000	0.13774526	nummod	-0.3124473
Hebrew	9384859	200000	10.002953	obj	0.16536516
Hebrew	9384859	200000	-2.574033	obl	0.31340033
Hebrew	9384859	200000	-0.090785325	parataxis	0.011977407
Hebrew	9384859	200000	0.0	punct	0.0
Hebrew	9384859	200000	0.31649682	xcomp	0.7602144
Persian	77914	200000	4.614693	acl	1.4226271
Persian	77914	200000	4.262654	advcl	2.4032552
Persian	77914	200000	-2.5186713	advmod	-4.0026546
Persian	77914	200000	-2.4167085	amod	-3.5163171
Persian	77914	200000	0.55569005	appos	1.5647606
Persian	77914	200000	-2.1867719	aux	-3.9262018
Persian	77914	200000	6.548967	ccomp	6.3726673
Persian	77914	200000	0.7672286	compound	-5.6977386
Persian	77914	200000	6.872133	conj	5.100858
Persian	77914	200000	-0.5443499	dep	-0.48932725
Persian	77914	200000	-2.0994112	det	-1.0768865
Persian	77914	200000	-0.35314527	dislocated	0.05767907
Persian	77914	200000	-1.5249552	fixed	-3.0164502
Persian	77914	200000	-3.0907688	flat	-0.79532146
Persian	77914	200000	-6.7044725	lifted_case	1.0063943
Persian	77914	200000	6.4450026	lifted_cc	0.7525175
Persian	77914	200000	6.5764627	lifted_cop	0.62973326
Persian	77914	200000	6.4360523	lifted_mark	1.1752074
Persian	77914	200000	-6.7169666	nmod	2.4619317
Persian	77914	200000	5.900519	nsubj	-2.1703494
Persian	77914	200000	-2.676003	nummod	-1.6971087
Persian	77914	200000	9.960213	obj	0.6992736
Persian	77914	200000	-5.7259173	obl	2.5004454
Persian	77914	200000	0.8775331	parataxis	0.6350667
Persian	77914	200000	0.0	punct	0.0
Persian	77914	200000	0.0856621	vocative	-0.23052227
Persian	77914	200000	0.47788313	xcomp	-0.16345793
Slovak	7591316	200000	-1.0934261	acl	0.41399983
Slovak	7591316	200000	-0.2763452	advcl	1.3190584
Slovak	7591316	200000	0.82205546	advmod	-2.009643
Slovak	7591316	200000	-1.6783437	amod	-0.99058974
Slovak	7591316	200000	-0.08777824	appos	0.13576573
Slovak	7591316	200000	0.698008	aux	-1.7712274
Slovak	7591316	200000	-0.002423704	cc	0.002135028
Slovak	7591316	200000	-1.1027972	ccomp	1.4315845
Slovak	7591316	200000	-0.0038412295	compound	0.018316807
Slovak	7591316	200000	-1.7701457	conj	2.5128663
Slovak	7591316	200000	-0.1612696	csubj	0.20501517
Slovak	7591316	200000	-0.26899087	dep	0.025976868
Slovak	7591316	200000	-0.8298725	det	-0.11247481
Slovak	7591316	200000	0.034419503	discourse	-0.013171428
Slovak	7591316	200000	0.47536448	expl	-1.6954427
Slovak	7591316	200000	0.012090239	fixed	-0.106925555
Slovak	7591316	200000	0.0056989454	flat	-0.0013175852
Slovak	7591316	200000	0.23944125	iobj	-0.54115754
Slovak	7591316	200000	-3.5806072	lifted_case	0.07461955
Slovak	7591316	200000	-2.1846306	lifted_cc	0.0035600234
Slovak	7591316	200000	-1.0824587	lifted_cop	0.0
Slovak	7591316	200000	-1.4770156	lifted_mark	0.032306053
Slovak	7591316	200000	-2.727357	nmod	0.5448377
Slovak	7591316	200000	0.63598996	nsubj	-0.7215148
Slovak	7591316	200000	-0.27595106	nummod	-0.06638972
Slovak	7591316	200000	-1.8041137	obj	-0.5352517
Slovak	7591316	200000	-2.8160577	obl	1.4005576
Slovak	7591316	200000	-0.1921602	orphan	0.013364409
Slovak	7591316	200000	0.07480958	parataxis	0.07017219
Slovak	7591316	200000	0.0	punct	0.0
Slovak	7591316	200000	0.0059229084	vocative	-0.00020744732
Slovak	7591316	200000	-0.93988717	xcomp	0.36115393
Basque	8000901	250000	-0.10318883	acl	0.5346761
Basque	8000901	250000	1.0944893	advcl	2.4486103
Basque	8000901	250000	0.32577562	advmod	-2.7135174
Basque	8000901	250000	0.7991725	amod	-0.53831977
Basque	8000901	250000	0.026811782	appos	0.14200467
Basque	8000901	250000	-2.3373604	aux	-3.9915028
Basque	8000901	250000	0.32734612	ccomp	1.2592528
Basque	8000901	250000	-0.3119885	compound	-1.1785294
Basque	8000901	250000	-2.4025805	conj	3.0592623
Basque	8000901	250000	-0.012283604	cop	-0.0021216564
Basque	8000901	250000	0.2406448	csubj	0.16743001
Basque	8000901	250000	-0.0009625439	dep	-0.007955292
Basque	8000901	250000	0.056943778	det	-0.274259
Basque	8000901	250000	0.028296866	discourse	-0.04221032
Basque	8000901	250000	0.037719294	fixed	0.0018404876
Basque	8000901	250000	-0.080063336	flat	-0.024825823
Basque	8000901	250000	-0.2568465	iobj	-0.013376143
Basque	8000901	250000	-0.94027907	lifted_case	-0.09664371
Basque	8000901	250000	-2.6916304	lifted_cc	0.44345278
Basque	8000901	250000	1.1585298	lifted_cop	0.5929547
Basque	8000901	250000	0.028937422	lifted_mark	0.00961287
Basque	8000901	250000	0.52726793	nmod	-0.2558937
Basque	8000901	250000	0.29275984	nsubj	-0.6086727
Basque	8000901	250000	0.03606179	nummod	-0.27535936
Basque	8000901	250000	10.003126	obj	0.5972686
Basque	8000901	250000	-1.0663856	obl	-0.32966337
Basque	8000901	250000	0.07167692	parataxis	-0.016238907
Basque	8000901	250000	0.0	punct	0.0
Basque	8000901	250000	-0.032967027	vocative	0.027442163
Basque	8000901	250000	0.94154024	xcomp	1.0853763
Portuguese	3266598	210000	-3.6051712	acl	2.9716945
Portuguese	3266598	210000	-2.4127586	advcl	2.2497003
Portuguese	3266598	210000	-0.57149476	advmod	-2.4166744
Portuguese	3266598	210000	-1.5902067	amod	-1.9634885
Portuguese	3266598	210000	-1.419949	appos	0.82208866
Portuguese	3266598	210000	0.5227544	aux	-3.2416632
Portuguese	3266598	210000	-0.0038837208	case	0.018632969
Portuguese	3266598	210000	0.005224375	cc	-0.0012294564
Portuguese	3266598	210000	-2.9825428	ccomp	1.9443661
Portuguese	3266598	210000	-0.16116305	compound	0.07692788
Portuguese	3266598	210000	-2.6620586	conj	3.4024885
Portuguese	3266598	210000	-0.80981845	csubj	0.72002405
Portuguese	3266598	210000	-0.3178348	dep	0.3818092
Portuguese	3266598	210000	1.5944703	det	-3.313086
Portuguese	3266598	210000	0.002204776	discourse	-0.0014306025
Portuguese	3266598	210000	-0.01464596	dislocated	0.006708443
Portuguese	3266598	210000	-0.052775458	expl	-0.8200894
Portuguese	3266598	210000	0.3970566	fixed	-0.49633884
Portuguese	3266598	210000	-0.32883754	flat	-0.8983383
Portuguese	3266598	210000	-0.162713	iobj	-0.108409
Portuguese	3266598	210000	-5.2043505	lifted_case	0.09860342
Portuguese	3266598	210000	-3.4084141	lifted_cc	0.09504233
Portuguese	3266598	210000	-2.732464	lifted_cop	0.010399797
Portuguese	3266598	210000	-4.040663	lifted_mark	0.42744732
Portuguese	3266598	210000	-0.0035769742	mark	0.0013264186
Portuguese	3266598	210000	-5.0536284	nmod	0.7152656
Portuguese	3266598	210000	3.4221063	nsubj	-0.5968284
Portuguese	3266598	210000	-0.07744723	nummod	-0.8807624
Portuguese	3266598	210000	-10.006458	obj	-0.24802002
Portuguese	3266598	210000	-3.1713922	obl	-0.012780631
Portuguese	3266598	210000	0.00022595168	orphan	0.010050853
Portuguese	3266598	210000	-0.09859539	parataxis	0.555152
Portuguese	3266598	210000	0.0	punct	0.0
Portuguese	3266598	210000	0.0009412232	reparandum	-0.0012479185
Portuguese	3266598	210000	0.020181429	vocative	-0.0022929364
Portuguese	3266598	210000	-2.2829695	xcomp	0.49486625
Finnish	9165786	200000	4.6710057	acl	2.3605056
Finnish	9165786	200000	4.9739785	advcl	4.236121
Finnish	9165786	200000	-3.4441354	advmod	-3.031936
Finnish	9165786	200000	3.4281769	amod	-1.3494803
Finnish	9165786	200000	1.5222684	appos	0.92510515
Finnish	9165786	200000	0.05800489	aux	-6.777218
Finnish	9165786	200000	4.8309135	ccomp	2.5202954
Finnish	9165786	200000	-1.3500873	compound	-0.102820195
Finnish	9165786	200000	5.5005617	conj	5.017344
Finnish	9165786	200000	3.3569849	csubj	0.70723456
Finnish	9165786	200000	0.4956786	dep	-0.2050497
Finnish	9165786	200000	-1.6569989	det	-0.8734834
Finnish	9165786	200000	0.12159333	discourse	-0.5021965
Finnish	9165786	200000	-0.33055744	expl	-0.65919375
Finnish	9165786	200000	-0.93833333	fixed	-0.5803648
Finnish	9165786	200000	0.13460468	flat	-1.6374167
Finnish	9165786	200000	-0.18182187	goeswith	0.04009704
Finnish	9165786	200000	-4.6470695	lifted_case	-0.082405426
Finnish	9165786	200000	5.6133246	lifted_cc	0.11007336
Finnish	9165786	200000	5.4539714	lifted_cop	0.026948676
Finnish	9165786	200000	5.489291	lifted_mark	0.58114713
Finnish	9165786	200000	-3.7578764	nmod	1.2776746
Finnish	9165786	200000	5.9467134	nsubj	-3.742286
Finnish	9165786	200000	-2.5807836	nummod	-0.9251446
Finnish	9165786	200000	4.821998	obj	-0.2211672
Finnish	9165786	200000	-4.7298427	obl	1.1238602
Finnish	9165786	200000	-0.016192274	orphan	-0.22968736
Finnish	9165786	200000	1.3139731	parataxis	1.0663694
Finnish	9165786	200000	0.0	punct	0.0
Finnish	9165786	200000	0.030377112	reparandum	0.006780983
Finnish	9165786	200000	-0.07671153	vocative	-0.22442856
Finnish	9165786	200000	3.9088378	xcomp	1.144813
Russian	7245681	120000	-4.7936845	acl	3.358054
Russian	7245681	120000	-4.1976013	advcl	3.934609
Russian	7245681	120000	-3.1756833	advmod	-5.06537
Russian	7245681	120000	-4.213634	amod	-3.8401928
Russian	7245681	120000	-1.7853101	appos	0.2073085
